episode,timesteps,reward,length
1,90.0,428.03863,90.0
2,180.0,417.331386,90.0
3,270.0,404.20833,90.0
4,360.0,406.537915,90.0
5,450.0,401.780885,90.0
6,540.0,419.346622,90.0
7,630.0,415.536218,90.0
8,720.0,425.392974,90.0
9,810.0,409.47827,90.0
10,900.0,416.97451,90.0
11,990.0,378.827096,90.0
12,1080.0,407.42955,90.0
13,1170.0,391.848887,90.0
14,1260.0,399.254742,90.0
15,1350.0,412.681619,90.0
16,1440.0,419.254465,90.0
17,1530.0,413.457785,90.0
18,1620.0,404.742953,90.0
19,1710.0,412.108263,90.0
20,1800.0,410.264048,90.0
21,1890.0,415.331483,90.0
22,1980.0,405.968506,90.0
23,2070.0,409.788055,90.0
24,2160.0,406.961589,90.0
25,2250.0,422.974304,90.0
26,2340.0,412.757417,90.0
27,2430.0,415.054614,90.0
28,2520.0,413.02461,90.0
29,2610.0,407.714313,90.0
30,2700.0,418.578062,90.0
31,2790.0,407.827882,90.0
32,2880.0,397.412881,90.0
33,2970.0,399.540495,90.0
34,3060.0,367.721637,90.0
35,3150.0,415.664526,90.0
36,3240.0,420.274092,90.0
37,3330.0,416.435184,90.0
38,3420.0,397.812402,90.0
39,3510.0,421.062256,90.0
40,3600.0,404.135462,90.0
41,3690.0,400.536072,90.0
42,3780.0,415.85958,90.0
43,3870.0,404.606846,90.0
44,3960.0,410.567323,90.0
45,4050.0,405.597999,90.0
46,4140.0,426.070485,90.0
47,4230.0,417.723553,90.0
48,4320.0,422.819342,90.0
49,4410.0,410.859228,90.0
50,4500.0,408.147173,90.0
51,4590.0,415.430787,90.0
52,4680.0,408.856625,90.0
53,4770.0,405.916979,90.0
54,4860.0,416.601464,90.0
55,4950.0,410.452554,90.0
56,5040.0,422.698963,90.0
57,5130.0,409.823109,90.0
58,5220.0,421.818795,90.0
59,5310.0,408.753532,90.0
60,5400.0,425.801355,90.0
61,5490.0,420.602914,90.0
62,5580.0,420.55444,90.0
63,5670.0,404.971106,90.0
64,5760.0,421.922036,90.0
65,5850.0,411.022224,90.0
66,5940.0,401.692077,90.0
67,6030.0,430.190778,90.0
