episode,timesteps,reward,length
1,90.0,392.43992,90.0
2,180.0,420.137063,90.0
3,270.0,420.903641,90.0
4,360.0,419.386178,90.0
5,450.0,401.751082,90.0
6,540.0,405.926096,90.0
7,630.0,428.154884,90.0
8,720.0,414.58218,90.0
9,810.0,387.517533,90.0
10,900.0,419.524601,90.0
11,990.0,418.44384,90.0
12,1080.0,403.970425,90.0
13,1170.0,422.772457,90.0
14,1260.0,396.343771,90.0
15,1350.0,405.141492,90.0
16,1440.0,421.506304,90.0
17,1530.0,415.630507,90.0
18,1620.0,411.730912,90.0
19,1710.0,409.307427,90.0
20,1800.0,407.323182,90.0
21,1890.0,405.060606,90.0
22,1980.0,416.699379,90.0
23,2070.0,412.03038,90.0
24,2160.0,399.663449,90.0
25,2250.0,414.273979,90.0
26,2340.0,411.328202,90.0
27,2430.0,406.696936,90.0
28,2520.0,421.696,90.0
29,2610.0,429.580686,90.0
30,2700.0,405.47361,90.0
31,2790.0,421.408409,90.0
32,2880.0,416.738443,90.0
33,2970.0,412.445613,90.0
34,3060.0,435.184594,90.0
35,3150.0,427.419191,90.0
36,3240.0,424.390308,90.0
37,3330.0,420.642803,90.0
38,3420.0,430.510632,90.0
39,3510.0,426.774336,90.0
40,3600.0,429.241199,90.0
41,3690.0,435.119599,90.0
42,3780.0,424.98277,90.0
43,3870.0,430.55403,90.0
44,3960.0,379.057515,90.0
45,4050.0,425.840247,90.0
46,4140.0,407.967982,90.0
47,4230.0,426.700145,90.0
48,4320.0,428.225078,90.0
49,4410.0,410.643657,90.0
50,4500.0,395.07753,90.0
51,4590.0,420.747758,90.0
52,4680.0,421.365203,90.0
53,4770.0,399.550143,90.0
54,4860.0,432.504463,90.0
55,4950.0,423.261437,90.0
56,5040.0,407.130589,90.0
57,5130.0,360.068546,90.0
58,5220.0,430.872748,90.0
59,5310.0,438.979604,90.0
60,5400.0,393.93432,90.0
61,5490.0,410.310958,90.0
62,5580.0,428.911595,90.0
63,5670.0,403.624565,90.0
64,5760.0,436.278232,90.0
65,5850.0,409.181612,90.0
66,5940.0,442.648882,90.0
67,6030.0,436.726915,90.0
68,6120.0,424.042615,90.0
69,6210.0,420.316671,90.0
70,6300.0,422.739175,90.0
71,6390.0,441.49583,90.0
72,6480.0,413.3635,90.0
73,6570.0,388.045535,90.0
74,6660.0,433.016899,90.0
75,6750.0,431.551122,90.0
76,6840.0,437.984409,90.0
77,6930.0,435.757848,90.0
78,7020.0,379.83887,90.0
79,7092.0,286.866799,72.0
80,7182.0,435.050379,90.0
81,7272.0,444.867544,90.0
82,7362.0,434.096716,90.0
83,7452.0,426.034492,90.0
84,7542.0,436.28581,90.0
85,7617.0,227.820061,75.0
86,7707.0,435.415438,90.0
87,7797.0,276.126651,90.0
88,7887.0,338.183582,90.0
89,7951.0,232.233626,64.0
90,8041.0,441.948329,90.0
91,8131.0,423.212876,90.0
92,8221.0,439.411054,90.0
93,8311.0,441.407994,90.0
94,8391.0,243.864158,80.0
95,8481.0,434.518923,90.0
96,8571.0,385.279349,90.0
97,8661.0,398.531938,90.0
98,8751.0,435.525634,90.0
99,8841.0,364.03532,90.0
100,8931.0,432.87911,90.0
101,9017.0,221.288439,86.0
102,9107.0,417.917509,90.0
103,9197.0,424.499884,90.0
104,9287.0,441.791603,90.0
105,9375.0,296.011619,88.0
106,9465.0,430.42918,90.0
107,9555.0,360.365237,90.0
108,9645.0,423.012118,90.0
109,9735.0,433.931379,90.0
110,9825.0,426.861903,90.0
111,9915.0,406.916765,90.0
112,10001.0,356.100977,86.0
113,10057.0,205.415707,56.0
114,10147.0,419.428946,90.0
115,10237.0,439.498279,90.0
116,10327.0,360.942025,90.0
117,10417.0,417.337131,90.0
118,10507.0,422.238373,90.0
119,10597.0,415.949088,90.0
120,10687.0,399.157136,90.0
121,10777.0,418.403418,90.0
122,10867.0,443.839157,90.0
123,10957.0,339.86397,90.0
124,11047.0,408.435108,90.0
125,11137.0,431.203786,90.0
126,11227.0,410.653948,90.0
127,11317.0,409.761664,90.0
128,11407.0,370.51534,90.0
129,11497.0,321.259125,90.0
130,11587.0,363.792114,90.0
131,11677.0,396.522367,90.0
132,11767.0,440.736214,90.0
133,11857.0,370.397532,90.0
134,11947.0,390.036462,90.0
135,12037.0,257.610971,90.0
136,12087.0,188.320578,50.0
137,12177.0,401.568955,90.0
138,12267.0,424.335544,90.0
139,12357.0,433.379949,90.0
140,12447.0,442.40725,90.0
141,12537.0,435.440557,90.0
142,12627.0,363.632041,90.0
143,12717.0,439.684348,90.0
144,12807.0,427.328285,90.0
145,12897.0,361.827629,90.0
146,12987.0,425.144409,90.0
147,13077.0,445.100723,90.0
148,13167.0,297.091311,90.0
149,13257.0,365.897621,90.0
150,13347.0,417.742906,90.0
151,13437.0,371.730987,90.0
152,13527.0,360.004731,90.0
153,13617.0,421.342288,90.0
154,13676.0,224.922726,59.0
155,13766.0,233.371266,90.0
