episode,timesteps,reward,length
1,90.0,405.730097,90.0
2,180.0,412.823439,90.0
3,270.0,415.401757,90.0
4,360.0,419.471711,90.0
5,450.0,417.562277,90.0
6,540.0,417.314513,90.0
7,630.0,423.266192,90.0
8,720.0,416.055476,90.0
9,810.0,419.845732,90.0
10,900.0,419.645214,90.0
11,990.0,412.856495,90.0
12,1080.0,432.290623,90.0
13,1170.0,409.503727,90.0
14,1260.0,406.004467,90.0
15,1350.0,408.894684,90.0
16,1440.0,424.816866,90.0
17,1530.0,401.86155,90.0
18,1620.0,397.280859,90.0
19,1710.0,405.700417,90.0
20,1800.0,427.275688,90.0
21,1890.0,424.862243,90.0
22,1980.0,424.626235,90.0
23,2070.0,414.942501,90.0
24,2160.0,425.050663,90.0
25,2250.0,414.09533,90.0
26,2340.0,432.173179,90.0
27,2430.0,421.739844,90.0
28,2520.0,409.711817,90.0
29,2610.0,411.764386,90.0
30,2700.0,407.308015,90.0
31,2790.0,428.85467,90.0
32,2880.0,415.781957,90.0
33,2970.0,414.876225,90.0
34,3060.0,413.440228,90.0
35,3150.0,407.63046,90.0
36,3240.0,424.031409,90.0
37,3330.0,417.323506,90.0
38,3420.0,408.049176,90.0
39,3510.0,429.781264,90.0
40,3600.0,416.653066,90.0
41,3690.0,421.624426,90.0
42,3780.0,419.520804,90.0
43,3870.0,410.60714,90.0
44,3960.0,426.037971,90.0
45,4050.0,413.144232,90.0
46,4140.0,414.500273,90.0
47,4230.0,423.681267,90.0
48,4320.0,424.217804,90.0
49,4410.0,409.32933,90.0
50,4500.0,423.962163,90.0
51,4590.0,422.895834,90.0
52,4680.0,425.31095,90.0
53,4770.0,420.879666,90.0
54,4860.0,402.471952,90.0
55,4950.0,411.637524,90.0
56,5040.0,414.6348,90.0
57,5130.0,425.561066,90.0
58,5220.0,429.743571,90.0
59,5310.0,422.60093,90.0
60,5400.0,411.81339,90.0
61,5490.0,417.191275,90.0
62,5580.0,428.090658,90.0
63,5670.0,430.73419,90.0
64,5760.0,426.730959,90.0
65,5850.0,421.493957,90.0
66,5940.0,438.952766,90.0
67,6030.0,418.574788,90.0
68,6120.0,432.351715,90.0
69,6210.0,434.670426,90.0
70,6300.0,421.339569,90.0
71,6390.0,424.011486,90.0
72,6480.0,424.639544,90.0
73,6570.0,424.9956,90.0
74,6660.0,434.582681,90.0
75,6750.0,431.682301,90.0
76,6840.0,437.492293,90.0
77,6930.0,424.124782,90.0
78,7020.0,424.715234,90.0
79,7110.0,429.588898,90.0
80,7200.0,421.061743,90.0
81,7290.0,422.905249,90.0
82,7380.0,427.188887,90.0
83,7470.0,438.254806,90.0
84,7560.0,428.376162,90.0
85,7650.0,439.55655,90.0
86,7740.0,426.096021,90.0
87,7830.0,434.336795,90.0
88,7920.0,442.331111,90.0
89,8010.0,428.307861,90.0
90,8100.0,421.047795,90.0
91,8190.0,429.816693,90.0
92,8280.0,420.819412,90.0
93,8370.0,429.122917,90.0
94,8460.0,431.26765,90.0
95,8550.0,439.943299,90.0
96,8640.0,432.190499,90.0
97,8730.0,426.106337,90.0
98,8820.0,422.508818,90.0
99,8910.0,436.745057,90.0
100,9000.0,432.389834,90.0
101,9090.0,411.948851,90.0
102,9180.0,442.406465,90.0
103,9270.0,430.975293,90.0
104,9360.0,427.00101,90.0
105,9450.0,430.496081,90.0
106,9540.0,433.062265,90.0
107,9630.0,403.538955,90.0
108,9720.0,424.593312,90.0
109,9810.0,435.047452,90.0
110,9900.0,413.75814,90.0
111,9990.0,389.88657,90.0
112,10080.0,438.655609,90.0
113,10170.0,441.587448,90.0
114,10260.0,432.422961,90.0
115,10350.0,423.918351,90.0
116,10440.0,434.378579,90.0
117,10530.0,436.992877,90.0
118,10620.0,425.995796,90.0
119,10710.0,388.613775,90.0
120,10800.0,437.672642,90.0
121,10890.0,426.820758,90.0
122,10980.0,429.399214,90.0
123,11070.0,435.643098,90.0
124,11160.0,440.696579,90.0
125,11250.0,431.633416,90.0
126,11340.0,407.885307,90.0
127,11430.0,414.160013,90.0
128,11520.0,383.361987,90.0
129,11610.0,383.551289,90.0
130,11700.0,359.189936,90.0
131,11790.0,408.759736,90.0
132,11880.0,438.049357,90.0
133,11970.0,450.366527,90.0
134,12060.0,403.520562,90.0
135,12150.0,437.673267,90.0
136,12240.0,379.812105,90.0
137,12330.0,447.640575,90.0
138,12420.0,332.228505,90.0
139,12510.0,439.084779,90.0
140,12600.0,428.466699,90.0
141,12690.0,423.896721,90.0
142,12780.0,440.954316,90.0
143,12870.0,428.911475,90.0
144,12960.0,425.098039,90.0
145,13050.0,387.38486,90.0
146,13140.0,374.041743,90.0
147,13230.0,436.376113,90.0
148,13320.0,428.67097,90.0
149,13410.0,342.514447,90.0
150,13500.0,401.131144,90.0
151,13590.0,431.341258,90.0
152,13680.0,447.074895,90.0
153,13770.0,445.610471,90.0
154,13860.0,429.814178,90.0
155,13950.0,440.583565,90.0
156,14040.0,436.957082,90.0
157,14130.0,434.822044,90.0
158,14220.0,438.564173,90.0
159,14310.0,384.073878,90.0
160,14400.0,397.68127,90.0
161,14490.0,446.803641,90.0
162,14580.0,316.611643,90.0
163,14670.0,400.969768,90.0
164,14760.0,448.899508,90.0
165,14850.0,445.431614,90.0
166,14940.0,391.272679,90.0
167,15030.0,447.0295,90.0
168,15120.0,440.627222,90.0
169,15210.0,441.125474,90.0
170,15300.0,427.125927,90.0
171,15390.0,391.44544,90.0
172,15480.0,409.965205,90.0
173,15570.0,417.967535,90.0
174,15660.0,394.703126,90.0
175,15750.0,426.882278,90.0
176,15840.0,422.077925,90.0
177,15930.0,412.815416,90.0
178,16020.0,397.781549,90.0
179,16110.0,422.096453,90.0
180,16200.0,450.272948,90.0
181,16290.0,445.368397,90.0
182,16380.0,448.471572,90.0
183,16470.0,414.367389,90.0
184,16560.0,421.864666,90.0
185,16650.0,432.740697,90.0
186,16740.0,427.359018,90.0
187,16830.0,420.661673,90.0
188,16920.0,424.979124,90.0
189,17010.0,424.112427,90.0
190,17100.0,447.221823,90.0
191,17190.0,394.764086,90.0
192,17280.0,389.953604,90.0
193,17370.0,449.024929,90.0
194,17460.0,385.49314,90.0
195,17550.0,360.942346,90.0
196,17640.0,338.656611,90.0
197,17730.0,394.973859,90.0
198,17820.0,449.662048,90.0
199,17910.0,439.19503,90.0
200,18000.0,433.123712,90.0
201,18090.0,443.844946,90.0
202,18180.0,392.416327,90.0
203,18270.0,385.081918,90.0
204,18360.0,444.452637,90.0
205,18450.0,451.376114,90.0
206,18540.0,411.427938,90.0
207,18630.0,414.873938,90.0
208,18720.0,427.181347,90.0
209,18810.0,439.020561,90.0
210,18900.0,301.374362,90.0
211,18990.0,366.796187,90.0
212,19080.0,444.92311,90.0
213,19170.0,437.90844,90.0
214,19260.0,393.638437,90.0
215,19350.0,368.693796,90.0
216,19440.0,431.956004,90.0
217,19530.0,452.143039,90.0
218,19620.0,374.371021,90.0
219,19710.0,384.308219,90.0
220,19800.0,432.964057,90.0
221,19890.0,450.12256,90.0
222,19980.0,443.527245,90.0
223,20070.0,441.979102,90.0
224,20160.0,399.190492,90.0
225,20250.0,432.075458,90.0
226,20340.0,389.191938,90.0
227,20430.0,428.434633,90.0
228,20520.0,412.608058,90.0
229,20610.0,420.48085,90.0
230,20700.0,399.007638,90.0
231,20790.0,448.060935,90.0
232,20880.0,369.191909,90.0
233,20970.0,431.428742,90.0
234,21060.0,403.639173,90.0
235,21150.0,451.005494,90.0
236,21240.0,440.321374,90.0
237,21330.0,439.034973,90.0
238,21420.0,449.754568,90.0
239,21510.0,403.470707,90.0
240,21600.0,361.191237,90.0
241,21690.0,393.365475,90.0
242,21780.0,448.395474,90.0
243,21870.0,406.795572,90.0
244,21960.0,431.658209,90.0
245,22050.0,433.419471,90.0
246,22140.0,380.401742,90.0
247,22230.0,372.031234,90.0
248,22320.0,439.870712,90.0
249,22410.0,432.828902,90.0
250,22500.0,399.673302,90.0
251,22590.0,406.902627,90.0
252,22680.0,421.076712,90.0
253,22770.0,380.344584,90.0
254,22860.0,444.768872,90.0
255,22950.0,443.326429,90.0
256,23040.0,386.632893,90.0
257,23130.0,424.191019,90.0
258,23220.0,407.689758,90.0
259,23310.0,412.585794,90.0
260,23400.0,419.113837,90.0
261,23490.0,402.337556,90.0
262,23580.0,447.550675,90.0
263,23670.0,449.462404,90.0
264,23760.0,443.596425,90.0
265,23850.0,438.018133,90.0
266,23940.0,441.908899,90.0
267,24030.0,443.767239,90.0
268,24120.0,450.254846,90.0
269,24210.0,445.001548,90.0
270,24300.0,444.576868,90.0
271,24390.0,403.925255,90.0
272,24480.0,442.610095,90.0
273,24570.0,373.925264,90.0
274,24660.0,332.220561,90.0
275,24750.0,451.042633,90.0
276,24840.0,444.95639,90.0
277,24930.0,437.765163,90.0
