timesteps,loss,entropy
600.0,10722.365234375,2.302571008602778
700.0,10722.365234375,2.302571008602778
800.0,10722.365234375,2.302571008602778
900.0,10722.365234375,2.302571008602778
1000.0,10722.365234375,2.302571008602778
1100.0,10842.072265625,2.3025582134723663
1200.0,10842.072265625,2.3025582134723663
1300.0,10842.072265625,2.3025582134723663
1400.0,10842.072265625,2.3025582134723663
1500.0,10842.072265625,2.3025582134723663
1600.0,11549.1435546875,2.3025456766287484
1700.0,11549.1435546875,2.3025456766287484
1800.0,11549.1435546875,2.3025456766287484
1900.0,11549.1435546875,2.3025456766287484
2000.0,11549.1435546875,2.3025456766287484
2100.0,10285.31640625,2.3025260269641876
2200.0,10285.31640625,2.3025260269641876
2300.0,10285.31640625,2.3025260269641876
2400.0,10285.31640625,2.3025260269641876
2500.0,10285.31640625,2.3025260269641876
2600.0,9909.1865234375,2.302477945884069
2700.0,9909.1865234375,2.302477945884069
2800.0,9909.1865234375,2.302477945884069
2900.0,9909.1865234375,2.302477945884069
3000.0,9909.1865234375,2.302477945884069
3100.0,10401.376953125,2.3024129569530487
3200.0,10401.376953125,2.3024129569530487
3300.0,10401.376953125,2.3024129569530487
3400.0,10401.376953125,2.3024129569530487
3500.0,10401.376953125,2.3024129569530487
3600.0,10614.0966796875,2.302394390106201
3700.0,10614.0966796875,2.302394390106201
3800.0,10614.0966796875,2.302394390106201
3900.0,10614.0966796875,2.302394390106201
4000.0,10614.0966796875,2.302394390106201
4100.0,11864.150390625,2.3023418486118317
4200.0,11864.150390625,2.3023418486118317
4300.0,11864.150390625,2.3023418486118317
4400.0,11864.150390625,2.3023418486118317
4500.0,11864.150390625,2.3023418486118317
4600.0,11864.150390625,2.3023418486118317
4700.0,10361.9951171875,2.302275836467743
4800.0,10361.9951171875,2.302275836467743
4900.0,10361.9951171875,2.302275836467743
5000.0,10361.9951171875,2.302275836467743
5100.0,10361.9951171875,2.302275836467743
5200.0,11282.5,2.302254150311152
5300.0,11282.5,2.302254150311152
5400.0,11282.5,2.302254150311152
5500.0,11282.5,2.302254150311152
5600.0,11282.5,2.302254150311152
5700.0,11013.24609375,2.3022609253724418
5800.0,11013.24609375,2.3022609253724418
5900.0,11013.24609375,2.3022609253724418
6000.0,11013.24609375,2.3022609253724418
6100.0,11013.24609375,2.3022609253724418
6200.0,10736.0439453125,2.3021967013676963
6300.0,10736.0439453125,2.3021967013676963
6400.0,10736.0439453125,2.3021967013676963
6500.0,10736.0439453125,2.3021967013676963
6600.0,10736.0439453125,2.3021967013676963
6700.0,10865.9697265625,2.302196681499481
6800.0,10865.9697265625,2.302196681499481
6900.0,10865.9697265625,2.302196681499481
7000.0,10865.9697265625,2.302196681499481
7100.0,10865.9697265625,2.302196681499481
7200.0,10419.228515625,2.3021661142508187
7300.0,10419.228515625,2.3021661142508187
