timesteps,entropy
100.0,2.2979283332824707
200.0,2.299665927886963
300.0,2.300105333328247
400.0,2.299712657928467
500.0,2.301342248916626
600.0,2.301360607147217
700.0,2.301140546798706
800.0,2.3009955883026123
900.0,2.3006625175476074
1000.0,2.3020870685577393
1100.0,2.3017430305480957
1200.0,2.3004634380340576
1300.0,2.3017096519470215
1400.0,2.3017354011535645
1500.0,2.3013789653778076
1600.0,2.3017420768737793
1700.0,2.300379753112793
1800.0,2.300304412841797
1900.0,2.300283432006836
2000.0,2.298981189727783
2100.0,2.3008217811584473
2200.0,2.2995593547821045
2300.0,2.300419330596924
2400.0,2.297823905944824
2500.0,2.3002915382385254
2600.0,2.301213026046753
2700.0,2.2994816303253174
2800.0,2.29864239692688
2900.0,2.3009891510009766
3000.0,2.2975564002990723
3100.0,2.2989654541015625
3200.0,2.298679828643799
3300.0,2.299665927886963
3400.0,2.29972243309021
3500.0,2.297264575958252
3600.0,2.3006536960601807
3700.0,2.2998712062835693
3800.0,2.2989351749420166
3900.0,2.2987964153289795
4000.0,2.2975897789001465
4100.0,2.3001708984375
4200.0,2.298121690750122
4300.0,2.2973694801330566
4400.0,2.2977089881896973
4500.0,2.2961058616638184
4600.0,2.299729585647583
4700.0,2.3007864952087402
4800.0,2.2992053031921387
4900.0,2.300248622894287
5000.0,2.298679828643799
5100.0,2.2989001274108887
5200.0,2.2982707023620605
5300.0,2.300610065460205
5400.0,2.298823118209839
5500.0,2.295116901397705
5600.0,2.2949135303497314
5700.0,2.294642686843872
5800.0,2.296316623687744
5900.0,2.2968180179595947
6000.0,2.2991082668304443
6100.0,2.2958621978759766
6200.0,2.297773838043213
6300.0,2.2951200008392334
6400.0,2.294158458709717
6500.0,2.298532485961914
6600.0,2.294581413269043
6700.0,2.291508197784424
6800.0,2.2932047843933105
6900.0,2.288950204849243
7000.0,2.288830280303955
7100.0,2.289802074432373
7200.0,2.285135507583618
7300.0,2.290494203567505
7400.0,2.2841382026672363
7500.0,2.284512996673584
7600.0,2.278837203979492
7700.0,2.2790539264678955
7800.0,2.2705702781677246
7900.0,2.274895429611206
8000.0,2.277625560760498
8100.0,2.268495798110962
8200.0,2.245697259902954
8300.0,2.2375903129577637
8400.0,2.2699942588806152
8500.0,2.2567451000213623
8600.0,2.260526418685913
8700.0,2.2663161754608154
8800.0,2.242929458618164
8900.0,2.251981258392334
9000.0,2.2623724937438965
9100.0,2.233200788497925
9200.0,2.2418694496154785
9300.0,2.2519516944885254
9400.0,2.236097574234009
9500.0,2.233160972595215
9600.0,2.239377498626709
9700.0,2.2268474102020264
9800.0,2.2263474464416504
9900.0,2.20790433883667
10000.0,2.2228665351867676
10100.0,2.206181526184082
10200.0,2.1793715953826904
10300.0,2.1878504753112793
10400.0,2.164402484893799
10500.0,2.1398072242736816
10600.0,2.1624598503112793
10700.0,2.1567916870117188
10800.0,2.154041290283203
10900.0,2.122375965118408
11000.0,2.1192550659179688
11100.0,2.111234664916992
11200.0,2.1264185905456543
11300.0,2.1208081245422363
11400.0,2.121129035949707
11500.0,2.1170284748077393
11600.0,2.081831932067871
11700.0,2.094993829727173
11800.0,2.092535972595215
11900.0,2.0889525413513184
12000.0,2.07893967628479
12100.0,2.081310749053955
12200.0,2.0492260456085205
12300.0,2.0311942100524902
12400.0,2.0307247638702393
12500.0,2.048757314682007
12600.0,2.052760362625122
12700.0,2.030597686767578
12800.0,2.0362038612365723
12900.0,2.038416624069214
13000.0,1.9694149494171143
13100.0,1.9850013256072998
13200.0,1.9866116046905518
13300.0,1.937286138534546
13400.0,1.9036258459091187
13500.0,1.911195158958435
13600.0,1.9133002758026123
13700.0,1.9078689813613892
13800.0,1.947916030883789
