timesteps,entropy
100.0,2.3016269207000732
200.0,2.300647020339966
300.0,2.3008675575256348
400.0,2.300759792327881
500.0,2.301360845565796
600.0,2.3014731407165527
700.0,2.3013978004455566
800.0,2.3016960620880127
900.0,2.301342248916626
1000.0,2.300846815109253
1100.0,2.301270008087158
1200.0,2.3007609844207764
1300.0,2.30169415473938
1400.0,2.3004043102264404
1500.0,2.3006343841552734
1600.0,2.3003134727478027
1700.0,2.3007664680480957
1800.0,2.300447940826416
1900.0,2.3001832962036133
2000.0,2.300690174102783
2100.0,2.29992413520813
2200.0,2.3006436824798584
2300.0,2.3009390830993652
2400.0,2.3007757663726807
2500.0,2.300535202026367
2600.0,2.3006434440612793
2700.0,2.3002781867980957
2800.0,2.300849437713623
2900.0,2.3004987239837646
3000.0,2.300860643386841
3100.0,2.3003463745117188
3200.0,2.300377368927002
3300.0,2.300269842147827
3400.0,2.3009302616119385
3500.0,2.300503969192505
3600.0,2.3002235889434814
3700.0,2.3001532554626465
3800.0,2.2996487617492676
3900.0,2.299839496612549
4000.0,2.300302028656006
4100.0,2.29988694190979
4200.0,2.299147129058838
4300.0,2.2999625205993652
4400.0,2.30015230178833
4500.0,2.2994766235351562
4600.0,2.2993931770324707
4700.0,2.299487352371216
4800.0,2.29868745803833
4900.0,2.298797845840454
5000.0,2.2992160320281982
5100.0,2.2977542877197266
5200.0,2.299640655517578
5300.0,2.2993597984313965
5400.0,2.2994942665100098
5500.0,2.299278736114502
5600.0,2.3005471229553223
5700.0,2.2992730140686035
5800.0,2.2993383407592773
5900.0,2.299544334411621
6000.0,2.299314022064209
6100.0,2.299401044845581
6200.0,2.29988956451416
6300.0,2.2988569736480713
6400.0,2.2996127605438232
6500.0,2.2983803749084473
6600.0,2.2987961769104004
6700.0,2.298983097076416
6800.0,2.299039363861084
6900.0,2.300295352935791
7000.0,2.299769878387451
7100.0,2.2998576164245605
7200.0,2.2994847297668457
7300.0,2.298348903656006
7400.0,2.299034357070923
7500.0,2.298084259033203
7600.0,2.297093152999878
7700.0,2.2967967987060547
7800.0,2.2982189655303955
7900.0,2.2977161407470703
8000.0,2.296976327896118
8100.0,2.2967686653137207
8200.0,2.296199321746826
8300.0,2.29616641998291
8400.0,2.294732093811035
8500.0,2.299041748046875
8600.0,2.294708251953125
8700.0,2.2951290607452393
8800.0,2.2949721813201904
8900.0,2.2991421222686768
9000.0,2.2950546741485596
9100.0,2.297990560531616
9200.0,2.294926166534424
9300.0,2.292630195617676
9400.0,2.2962543964385986
9500.0,2.2961692810058594
9600.0,2.2931952476501465
9700.0,2.2948505878448486
9800.0,2.295851469039917
9900.0,2.297316074371338
10000.0,2.29718017578125
10100.0,2.293139934539795
10200.0,2.292304277420044
10300.0,2.2968239784240723
10400.0,2.292423725128174
10500.0,2.2901499271392822
10600.0,2.2893385887145996
10700.0,2.295456647872925
10800.0,2.29337477684021
10900.0,2.2934279441833496
11000.0,2.2934443950653076
11100.0,2.2909584045410156
11200.0,2.295711040496826
11300.0,2.2938952445983887
11400.0,2.295287847518921
11500.0,2.2931487560272217
11600.0,2.290947437286377
11700.0,2.2956786155700684
11800.0,2.295058488845825
11900.0,2.2951722145080566
12000.0,2.2951085567474365
12100.0,2.2939350605010986
12200.0,2.2945287227630615
12300.0,2.292595624923706
12400.0,2.2957863807678223
12500.0,2.2921080589294434
12600.0,2.2912232875823975
12700.0,2.293287754058838
12800.0,2.2933897972106934
12900.0,2.296358108520508
13000.0,2.2934486865997314
13100.0,2.2890372276306152
13200.0,2.292266607284546
13300.0,2.294858694076538
13400.0,2.2891738414764404
13500.0,2.2929739952087402
13600.0,2.287436008453369
13700.0,2.2888565063476562
13800.0,2.290524959564209
13900.0,2.290902853012085
14000.0,2.288245916366577
14100.0,2.2922282218933105
14200.0,2.288588762283325
14300.0,2.288569211959839
14400.0,2.2920544147491455
14500.0,2.2928736209869385
14600.0,2.292879581451416
14700.0,2.2905771732330322
14800.0,2.291811227798462
14900.0,2.2881383895874023
15000.0,2.2938544750213623
15100.0,2.289395809173584
15200.0,2.2946836948394775
15300.0,2.2874579429626465
15400.0,2.2930798530578613
15500.0,2.2937848567962646
15600.0,2.291917085647583
15700.0,2.29341459274292
15800.0,2.292879819869995
15900.0,2.2914836406707764
16000.0,2.292881727218628
16100.0,2.2918787002563477
16200.0,2.2932114601135254
16300.0,2.2883541584014893
16400.0,2.2898149490356445
16500.0,2.288348913192749
16600.0,2.2888894081115723
16700.0,2.287959575653076
16800.0,2.2853803634643555
16900.0,2.285531520843506
17000.0,2.285111904144287
17100.0,2.285369873046875
17200.0,2.2911996841430664
17300.0,2.2846033573150635
17400.0,2.281161308288574
17500.0,2.2840850353240967
17600.0,2.2827796936035156
17700.0,2.287816286087036
17800.0,2.278498649597168
17900.0,2.2814478874206543
18000.0,2.2847588062286377
18100.0,2.2869343757629395
18200.0,2.2825212478637695
18300.0,2.2840139865875244
18400.0,2.2854361534118652
18500.0,2.284621477127075
18600.0,2.287372589111328
18700.0,2.2865729331970215
18800.0,2.2871811389923096
18900.0,2.2849020957946777
19000.0,2.285811424255371
19100.0,2.2791457176208496
19200.0,2.282379388809204
19300.0,2.280632972717285
19400.0,2.282808780670166
19500.0,2.286391019821167
19600.0,2.2836647033691406
19700.0,2.2836506366729736
19800.0,2.282463312149048
19900.0,2.2836380004882812
20000.0,2.283454418182373
20100.0,2.284533977508545
20200.0,2.2812037467956543
20300.0,2.279698610305786
20400.0,2.2829232215881348
20500.0,2.2868728637695312
20600.0,2.291729211807251
20700.0,2.2855350971221924
20800.0,2.2858710289001465
20900.0,2.2861247062683105
21000.0,2.288010597229004
21100.0,2.290505886077881
21200.0,2.2868101596832275
21300.0,2.289025068283081
21400.0,2.288454532623291
21500.0,2.289980411529541
21600.0,2.290743350982666
21700.0,2.2870261669158936
21800.0,2.28837513923645
21900.0,2.2897398471832275
22000.0,2.2855122089385986
22100.0,2.2863376140594482
22200.0,2.2878270149230957
22300.0,2.286191463470459
22400.0,2.283968687057495
22500.0,2.28937029838562
22600.0,2.290358066558838
22700.0,2.285399913787842
22800.0,2.2833914756774902
22900.0,2.28886079788208
23000.0,2.2825095653533936
23100.0,2.2843432426452637
23200.0,2.287759780883789
23300.0,2.28615403175354
23400.0,2.2866203784942627
23500.0,2.28423810005188
23600.0,2.2864460945129395
23700.0,2.280000686645508
23800.0,2.2795052528381348
23900.0,2.283367395401001
24000.0,2.2866547107696533
24100.0,2.28472638130188
24200.0,2.2864348888397217
24300.0,2.2845144271850586
24400.0,2.2851881980895996
24500.0,2.2883224487304688
24600.0,2.2901663780212402
24700.0,2.2883403301239014
24800.0,2.2840354442596436
24900.0,2.2885334491729736
25000.0,2.2847414016723633
