episode,timesteps,reward,length
1,90.0,412.12799881654644,90.0
2,180.0,416.86702913266873,90.0
3,270.0,401.5127870216716,90.0
4,360.0,418.16794385033927,90.0
5,450.0,414.511644327789,90.0
6,540.0,422.49539710170285,90.0
7,630.0,414.0760929682616,90.0
8,720.0,421.97272763110595,90.0
9,810.0,411.58546887911496,90.0
10,900.0,425.9928435443152,90.0
11,990.0,412.8043335788607,90.0
12,1080.0,420.79511679040223,90.0
13,1170.0,426.58653767972265,90.0
14,1260.0,406.2170076108651,90.0
15,1350.0,400.23665631238225,90.0
16,1440.0,420.79270699930225,90.0
17,1530.0,423.4136631132452,90.0
18,1620.0,427.93321844863846,90.0
19,1710.0,418.8729071593727,90.0
20,1800.0,417.44591967589236,90.0
21,1890.0,407.6632849183877,90.0
22,1980.0,419.5972966425593,90.0
23,2070.0,410.2421556673408,90.0
24,2160.0,419.2207040504713,90.0
25,2250.0,417.3735747874261,90.0
26,2340.0,426.84363915770723,90.0
27,2430.0,414.91852817839634,90.0
28,2520.0,405.37365451806625,90.0
29,2610.0,416.6126035073805,90.0
30,2700.0,413.2957807166184,90.0
31,2790.0,401.24600102409624,90.0
32,2880.0,397.2688171755272,90.0
33,2970.0,410.3942312478544,90.0
34,3060.0,408.3240293638853,90.0
35,3150.0,416.63325802387686,90.0
36,3240.0,402.8834146121104,90.0
37,3330.0,428.7152106250505,90.0
38,3420.0,401.63597532887303,90.0
39,3510.0,411.0772491365182,90.0
40,3600.0,414.6605902049041,90.0
41,3690.0,382.8218811896869,90.0
42,3780.0,409.82014735010335,90.0
43,3870.0,417.8032372719933,90.0
44,3960.0,421.4923076196137,90.0
45,4050.0,415.56530194754606,90.0
46,4140.0,402.91479855158286,90.0
47,4230.0,409.15393534392086,90.0
48,4320.0,425.97549324363774,90.0
49,4410.0,405.00202788144014,90.0
50,4500.0,408.9924918642351,90.0
51,4590.0,421.5670203188038,90.0
52,4680.0,420.09510106767624,90.0
53,4770.0,417.34926928803935,90.0
54,4860.0,413.0111097377006,90.0
55,4950.0,420.8340737030143,90.0
56,5040.0,410.15363167088157,90.0
57,5130.0,423.88929854500793,90.0
58,5220.0,413.92753767929577,90.0
59,5310.0,403.9288677740499,90.0
60,5400.0,412.2983678688143,90.0
61,5490.0,403.44753946553806,90.0
62,5580.0,394.05116394622513,90.0
63,5670.0,399.16072605004524,90.0
64,5760.0,407.45798320308074,90.0
65,5850.0,401.15663162035645,90.0
66,5940.0,429.77161528914553,90.0
67,6030.0,405.88156139964354,90.0
68,6120.0,427.77566734941576,90.0
69,6210.0,417.5319424119018,90.0
70,6300.0,420.868401566591,90.0
71,6390.0,404.28559740912976,90.0
72,6480.0,419.3252127078624,90.0
73,6570.0,405.22613626852063,90.0
74,6660.0,418.8915639641746,90.0
75,6750.0,409.0163466431195,90.0
76,6840.0,415.7401703602812,90.0
77,6930.0,422.52165789863614,90.0
78,7020.0,415.7006320303338,90.0
79,7110.0,423.5750730661853,90.0
80,7200.0,421.35275781273674,90.0
81,7290.0,397.9867103184958,90.0
82,7380.0,419.43191020374917,90.0
83,7470.0,424.573976205741,90.0
84,7560.0,414.60533481888535,90.0
85,7650.0,417.54211956597453,90.0
86,7740.0,411.97754256340505,90.0
87,7830.0,413.2104376685963,90.0
88,7920.0,406.800887814013,90.0
89,8010.0,412.6304531147079,90.0
90,8100.0,427.19304154983274,90.0
91,8190.0,412.5762216470132,90.0
92,8280.0,427.35534737485375,90.0
93,8370.0,423.0135560662801,90.0
94,8460.0,414.64877703895394,90.0
95,8550.0,407.09962966547806,90.0
96,8640.0,411.98014361206697,90.0
97,8730.0,411.8603264743108,90.0
98,8820.0,393.0991634001346,90.0
99,8910.0,422.8104608922975,90.0
100,9000.0,421.0972075117654,90.0
101,9090.0,417.09683579398387,90.0
102,9180.0,422.9936217519794,90.0
103,9270.0,401.2494259257984,90.0
104,9360.0,401.979463783103,90.0
105,9450.0,421.8972218145806,90.0
106,9540.0,401.0083246119669,90.0
107,9630.0,404.0251841444027,90.0
108,9720.0,408.33043546996635,90.0
109,9810.0,409.01918912363664,90.0
110,9900.0,408.06211821565034,90.0
111,9990.0,403.8204678200775,90.0
112,10080.0,420.898092792664,90.0
113,10170.0,398.56495459457346,90.0
114,10260.0,423.1718057857003,90.0
115,10350.0,406.6008334284042,90.0
116,10440.0,417.80943367919986,90.0
117,10530.0,429.2112278424904,90.0
118,10620.0,388.4811768973046,90.0
119,10710.0,409.3135147394435,90.0
120,10800.0,421.5148469706864,90.0
121,10890.0,409.3127993361101,90.0
122,10980.0,418.5234411349714,90.0
123,11070.0,428.1080468917437,90.0
124,11160.0,421.33558056592324,90.0
125,11250.0,404.02175924799076,90.0
126,11340.0,417.58240197761165,90.0
127,11430.0,399.8939834173663,90.0
128,11520.0,428.8149433186336,90.0
129,11610.0,417.99770588309246,90.0
130,11700.0,397.60270369025767,90.0
131,11790.0,413.74313672492997,90.0
132,11880.0,422.9841121498812,90.0
133,11970.0,422.83395768411606,90.0
134,12060.0,413.18069057567646,90.0
135,12150.0,421.6422474263289,90.0
136,12240.0,411.0205516770791,90.0
137,12330.0,413.73616723934686,90.0
138,12420.0,394.41154582102695,90.0
139,12510.0,398.3717588037849,90.0
140,12600.0,398.0563912050766,90.0
141,12690.0,401.54334678242566,90.0
142,12780.0,406.5088402253529,90.0
143,12870.0,424.964456272506,90.0
