timesteps,loss,entropy
300.0,566.9937133789062,2.298866848150889
400.0,566.9937133789062,2.298866848150889
500.0,566.9937133789062,2.298866848150889
600.0,593.5620727539062,2.293143550554911
700.0,593.5620727539062,2.293143550554911
800.0,554.454833984375,2.293464958667755
900.0,554.454833984375,2.293464958667755
1000.0,554.454833984375,2.293464958667755
1100.0,570.8938598632812,2.290688385566076
1200.0,570.8938598632812,2.290688385566076
1300.0,499.2086181640625,2.282926415403684
1400.0,499.2086181640625,2.282926415403684
1500.0,499.2086181640625,2.282926415403684
1600.0,493.6947326660156,2.2744791557391486
1700.0,493.6947326660156,2.2744791557391486
1800.0,524.9780883789062,2.267966702580452
1900.0,524.9780883789062,2.267966702580452
2000.0,524.9780883789062,2.267966702580452
2100.0,538.576416015625,2.2669392277797065
2200.0,538.576416015625,2.2669392277797065
2300.0,538.576416015625,2.2669392277797065
2400.0,516.6131591796875,2.2726815988620124
2500.0,516.6131591796875,2.2726815988620124
2600.0,408.062255859375,2.2665912558635077
2700.0,408.062255859375,2.2665912558635077
2800.0,408.062255859375,2.2665912558635077
2900.0,436.20550537109375,2.2665692965189614
3000.0,436.20550537109375,2.2665692965189614
3100.0,387.1300964355469,2.268119598428408
3200.0,387.1300964355469,2.268119598428408
3300.0,387.1300964355469,2.268119598428408
3400.0,413.48272705078125,2.2728390942017236
3500.0,413.48272705078125,2.2728390942017236
3600.0,435.0482177734375,2.267930140097936
3700.0,435.0482177734375,2.267930140097936
3800.0,435.0482177734375,2.267930140097936
3900.0,406.3455505371094,2.250161439180374
4000.0,406.3455505371094,2.250161439180374
4100.0,362.5120544433594,2.249360889196396
4200.0,362.5120544433594,2.249360889196396
4300.0,362.5120544433594,2.249360889196396
4400.0,303.85736083984375,2.24334724744161
4500.0,303.85736083984375,2.24334724744161
4600.0,303.85736083984375,2.24334724744161
4700.0,347.6222229003906,2.231893022855123
4800.0,347.6222229003906,2.231893022855123
4900.0,351.79156494140625,2.228975181778272
5000.0,351.79156494140625,2.228975181778272
5100.0,351.79156494140625,2.228975181778272
5200.0,302.7148742675781,2.2183608561754227
5300.0,302.7148742675781,2.2183608561754227
5400.0,294.78619384765625,2.229571685194969
5500.0,294.78619384765625,2.229571685194969
5600.0,294.78619384765625,2.229571685194969
5700.0,283.6464538574219,2.2213620096445084
5800.0,283.6464538574219,2.2213620096445084
5900.0,241.64688110351562,2.2113135010004044
6000.0,241.64688110351562,2.2113135010004044
6100.0,241.64688110351562,2.2113135010004044
6200.0,261.5559997558594,2.1758280992507935
6300.0,261.5559997558594,2.1758280992507935
6400.0,261.5559997558594,2.1758280992507935
6500.0,267.69427490234375,2.1694344927867255
6600.0,267.69427490234375,2.1694344927867255
6700.0,245.4473419189453,2.1828100979328156
6800.0,245.4473419189453,2.1828100979328156
6900.0,245.4473419189453,2.1828100979328156
7000.0,252.37490844726562,2.1979548732439675
7100.0,252.37490844726562,2.1979548732439675
7200.0,206.76763916015625,2.204633062084516
7300.0,206.76763916015625,2.204633062084516
7400.0,206.76763916015625,2.204633062084516
7500.0,192.2857666015625,2.1972332298755646
7600.0,192.2857666015625,2.1972332298755646
7700.0,182.92784118652344,2.178413897752762
7800.0,182.92784118652344,2.178413897752762
7900.0,182.92784118652344,2.178413897752762
8000.0,214.55291748046875,2.185706526041031
8100.0,214.55291748046875,2.185706526041031
8200.0,186.49871826171875,2.1703341950972876
8300.0,186.49871826171875,2.1703341950972876
8400.0,186.49871826171875,2.1703341950972876
8500.0,150.64736938476562,2.1649299512306848
8600.0,150.64736938476562,2.1649299512306848
8700.0,150.64736938476562,2.1649299512306848
8800.0,178.0374755859375,2.161796823143959
8900.0,178.0374755859375,2.161796823143959
9000.0,136.69729614257812,2.17180343468984
9100.0,136.69729614257812,2.17180343468984
9200.0,136.69729614257812,2.17180343468984
9300.0,132.97496032714844,2.1619733025630317
9400.0,132.97496032714844,2.1619733025630317
9500.0,129.7769317626953,2.142210379242897
9600.0,129.7769317626953,2.142210379242897
9700.0,129.7769317626953,2.142210379242897
9800.0,132.22865295410156,2.163720205426216
9900.0,132.22865295410156,2.163720205426216
10000.0,102.77159118652344,2.1641938587029776
10100.0,102.77159118652344,2.1641938587029776
10200.0,102.77159118652344,2.1641938587029776
10300.0,114.28656768798828,2.1528897831837335
10400.0,114.28656768798828,2.1528897831837335
10500.0,104.24588012695312,2.156158303221067
10600.0,104.24588012695312,2.156158303221067
10700.0,104.24588012695312,2.156158303221067
