timesteps,entropy,loss
90.0,2.298495054244995,
180.0,2.29773211479187,
270.0,2.297991991043091,
360.0,2.2975785732269287,
450.0,2.2979800701141357,
540.0,2.297830820083618,
630.0,2.298569440841675,
720.0,2.296656608581543,-0.06936003267765045
810.0,2.2934556007385254,
900.0,2.294548273086548,
990.0,2.2978758811950684,
1080.0,2.29758358001709,
1170.0,2.2961881160736084,
1260.0,2.297072410583496,
1350.0,2.297941207885742,
1440.0,2.297334909439087,-0.06879871338605881
1530.0,2.2942748069763184,
1620.0,2.2899913787841797,
1710.0,2.2924368381500244,
1800.0,2.2906312942504883,
1890.0,2.2910609245300293,
1980.0,2.2908706665039062,
2070.0,2.2904937267303467,
2160.0,2.293006658554077,-0.0783047005534172
2250.0,2.289830207824707,
2340.0,2.2865519523620605,
2430.0,2.2850213050842285,
2520.0,2.284517288208008,
2610.0,2.290933847427368,
2700.0,2.2874057292938232,
2790.0,2.2875051498413086,
2880.0,2.285938262939453,-0.06903882324695587
2970.0,2.2796998023986816,
3060.0,2.284736394882202,
3150.0,2.2840776443481445,
3240.0,2.2813665866851807,
3330.0,2.2796566486358643,
3420.0,2.2857959270477295,
3510.0,2.280474901199341,
3600.0,2.286562442779541,-0.06811316311359406
3690.0,2.283172607421875,
3780.0,2.2756056785583496,
3870.0,2.2812654972076416,
3960.0,2.2798750400543213,
4050.0,2.2835066318511963,
4140.0,2.273232936859131,
4230.0,2.280686616897583,
4320.0,2.28035306930542,-0.08540607243776321
4410.0,2.2693567276000977,
4500.0,2.2696890830993652,
4590.0,2.2734954357147217,
4680.0,2.2780795097351074,
4770.0,2.2686407566070557,
4860.0,2.2772631645202637,
4950.0,2.2765281200408936,
5040.0,2.272510051727295,-0.08294129371643066
5130.0,2.2641234397888184,
5220.0,2.264026403427124,
5310.0,2.2681846618652344,
5400.0,2.2683095932006836,
5490.0,2.270535945892334,
5580.0,2.2701656818389893,
5670.0,2.2607316970825195,
5760.0,2.2712464332580566,-0.06516619026660919
5850.0,2.2554636001586914,
5940.0,2.2565300464630127,
6030.0,2.2566986083984375,
6120.0,2.256298065185547,
6210.0,2.261488437652588,
6300.0,2.2575266361236572,
6390.0,2.2572216987609863,
6480.0,2.262228488922119,-0.05202566087245941
6570.0,2.263509511947632,
6660.0,2.249673366546631,
6750.0,2.2505993843078613,
6840.0,2.2516250610351562,
6930.0,2.251253366470337,
7020.0,2.2606942653656006,
7110.0,2.2514288425445557,
7200.0,2.254788637161255,-0.055109668523073196
7290.0,2.2543888092041016,
7380.0,2.2621843814849854,
7470.0,2.2604734897613525,
7560.0,2.260286808013916,
7650.0,2.2576231956481934,
7740.0,2.2598717212677,
7830.0,2.2573537826538086,
7920.0,2.2508394718170166,-0.07899049669504166
8010.0,2.2595832347869873,
8100.0,2.248361110687256,
8190.0,2.263097047805786,
8280.0,2.251457929611206,
8370.0,2.2590346336364746,
8460.0,2.25095272064209,
8550.0,2.25868558883667,
8640.0,2.253807544708252,-0.06376106292009354
8730.0,2.2496399879455566,
8820.0,2.2540149688720703,
8910.0,2.2558107376098633,
9000.0,2.254751205444336,
9090.0,2.2494237422943115,
9180.0,2.2514290809631348,
9270.0,2.2479426860809326,
9360.0,2.250765562057495,-0.06562218070030212
9450.0,2.249746799468994,
9540.0,2.2553985118865967,
9630.0,2.2504024505615234,
9720.0,2.256110191345215,
9810.0,2.2564377784729004,
9900.0,2.256411075592041,
9990.0,2.2456886768341064,
10080.0,2.2546420097351074,-0.04894011467695236
10170.0,2.2491931915283203,
10260.0,2.244910955429077,
10350.0,2.2550737857818604,
10440.0,2.2481870651245117,
10530.0,2.253286838531494,
10620.0,2.250530958175659,
10710.0,2.244464159011841,
10800.0,2.2538726329803467,-0.05634352192282677
10890.0,2.2560923099517822,
10980.0,2.245732545852661,
11070.0,2.249462604522705,
11160.0,2.2454071044921875,
11250.0,2.2528860569000244,
11340.0,2.2490220069885254,
11430.0,2.253302812576294,
11520.0,2.2448482513427734,-0.04144812747836113
11610.0,2.253345012664795,
11700.0,2.24863338470459,
11790.0,2.2522785663604736,
11880.0,2.251063346862793,
11970.0,2.2554612159729004,
12060.0,2.2527050971984863,
12150.0,2.2492549419403076,
12240.0,2.256722927093506,-0.054805830121040344
12330.0,2.2589902877807617,
12420.0,2.254399538040161,
12510.0,2.2616350650787354,
12600.0,2.2617928981781006,
12690.0,2.2572479248046875,
12780.0,2.2596402168273926,
12870.0,2.258470296859741,
12960.0,2.257380485534668,-0.07224331796169281
13050.0,2.2541754245758057,
13140.0,2.2574713230133057,
13230.0,2.261864423751831,
13320.0,2.263317823410034,
13410.0,2.2571942806243896,
13500.0,2.260963201522827,
13590.0,2.2585763931274414,
13680.0,2.2540316581726074,-0.05983809754252434
13770.0,2.2594008445739746,
13860.0,2.260599374771118,
13950.0,2.2594289779663086,
14040.0,2.2651257514953613,
14130.0,2.255596160888672,
14220.0,2.2620012760162354,
14310.0,2.2563462257385254,
14400.0,2.26568865776062,-0.06779734045267105
14490.0,2.260087490081787,
14580.0,2.2619802951812744,
14670.0,2.2635321617126465,
14760.0,2.2599735260009766,
14850.0,2.264338254928589,
14940.0,2.265486717224121,
15030.0,2.2658607959747314,
15120.0,2.2591609954833984,-0.07083778083324432
15210.0,2.2609570026397705,
15300.0,2.2609670162200928,
15390.0,2.2605223655700684,
15480.0,2.26308274269104,
15570.0,2.261500835418701,
15660.0,2.2625982761383057,
15750.0,2.2614080905914307,
15840.0,2.26173996925354,-0.057104770094156265
15930.0,2.2695891857147217,
16020.0,2.269414186477661,
16110.0,2.2633473873138428,
16200.0,2.264376401901245,
16290.0,2.2696893215179443,
16380.0,2.2658071517944336,
16470.0,2.2621147632598877,
16560.0,2.2624144554138184,-0.05289842560887337
16650.0,2.2724103927612305,
16740.0,2.2719228267669678,
16830.0,2.272303819656372,
16920.0,2.2710514068603516,
17010.0,2.267753839492798,
17100.0,2.2659685611724854,
17190.0,2.2722983360290527,
17280.0,2.265087604522705,-0.053957849740982056
17370.0,2.2674269676208496,
17460.0,2.26932430267334,
17550.0,2.2732441425323486,
17640.0,2.2689878940582275,
17730.0,2.2748029232025146,
17820.0,2.2685983180999756,
17910.0,2.275102138519287,
18000.0,2.272146701812744,-0.06511056423187256
18090.0,2.2700698375701904,
18180.0,2.2706995010375977,
18270.0,2.2724876403808594,
18360.0,2.275963544845581,
18450.0,2.2741904258728027,
18540.0,2.2764930725097656,
18630.0,2.277372121810913,
18720.0,2.2717998027801514,-0.08009687066078186
18810.0,2.277733325958252,
18900.0,2.2754735946655273,
18990.0,2.272681713104248,
19080.0,2.274224281311035,
19170.0,2.2777600288391113,
19260.0,2.2725586891174316,
19350.0,2.2752273082733154,
19440.0,2.2752342224121094,-0.06485208868980408
19530.0,2.280007839202881,
19620.0,2.276012659072876,
19710.0,2.2744100093841553,
19800.0,2.2791316509246826,
19890.0,2.2795910835266113,
19980.0,2.278817892074585,
20070.0,2.275343418121338,
20160.0,2.2744925022125244,-0.0619034580886364
20250.0,2.2758126258850098,
20340.0,2.278177261352539,
20430.0,2.2784907817840576,
20520.0,2.2809791564941406,
20610.0,2.2772514820098877,
20700.0,2.276121139526367,
20790.0,2.2812020778656006,
20880.0,2.2762534618377686,-0.07502689212560654
20970.0,2.280388355255127,
21060.0,2.2777252197265625,
21150.0,2.2788782119750977,
21240.0,2.277074098587036,
21330.0,2.2788257598876953,
21420.0,2.278588056564331,
21510.0,2.2806813716888428,
21600.0,2.280482769012451,-0.07940506935119629
21690.0,2.281660318374634,
21780.0,2.2785212993621826,
21870.0,2.27790904045105,
21960.0,2.2774057388305664,
22050.0,2.278858184814453,
22140.0,2.279364585876465,
22230.0,2.2797329425811768,
22320.0,2.2776708602905273,-0.07720711827278137
22410.0,2.2768118381500244,
22500.0,2.278035879135132,-0.0647941380739212
