timesteps,entropy,loss
90.0,2.2907774448394775,
180.0,2.292706251144409,
270.0,2.2919485569000244,
360.0,2.290736198425293,-0.004907302558422089
450.0,2.2913014888763428,
540.0,2.2945573329925537,
630.0,2.291983127593994,
720.0,2.292370557785034,-0.009546363726258278
810.0,2.29243803024292,
900.0,2.2932465076446533,
990.0,2.292802333831787,
1080.0,2.2947189807891846,-0.0019535820465534925
1170.0,2.2918436527252197,
1260.0,2.291452646255493,
1350.0,2.292654037475586,
1440.0,2.295409917831421,-0.007920093834400177
1530.0,2.2955594062805176,
1620.0,2.293466091156006,
1710.0,2.2951533794403076,
1800.0,2.2953460216522217,-0.00643102265894413
1890.0,2.2955644130706787,
1980.0,2.293959617614746,
2070.0,2.292912006378174,
2160.0,2.2944586277008057,-0.011068920604884624
2250.0,2.2935006618499756,
2340.0,2.2941999435424805,
2430.0,2.293402671813965,
2520.0,2.293001413345337,-0.012721691280603409
2610.0,2.294149875640869,
2700.0,2.296358823776245,
2790.0,2.2936558723449707,
2880.0,2.2936253547668457,-0.0017484044656157494
2970.0,2.2940382957458496,
3060.0,2.2956082820892334,
3150.0,2.2940282821655273,
3240.0,2.293832540512085,-0.012647389434278011
3330.0,2.293616533279419,
3420.0,2.2937557697296143,
3510.0,2.2945711612701416,
3600.0,2.296976327896118,-0.017304053530097008
3690.0,2.2957026958465576,
3780.0,2.295300245285034,
3870.0,2.294961452484131,
3960.0,2.295276165008545,-0.01460208185017109
4050.0,2.296884059906006,
4140.0,2.2966268062591553,
4230.0,2.295769691467285,
4320.0,2.2972044944763184,-0.013398449867963791
4410.0,2.2946646213531494,
4500.0,2.296800136566162,
4590.0,2.294477701187134,
4680.0,2.2953782081604004,-0.017138473689556122
4770.0,2.293865919113159,
4860.0,2.293861150741577,
4950.0,2.29479718208313,
5040.0,2.2967846393585205,-0.013672802597284317
5130.0,2.2970101833343506,
5220.0,2.2946908473968506,
5310.0,2.296518564224243,
5400.0,2.297267198562622,-0.016399377956986427
5490.0,2.296461582183838,
5580.0,2.2933969497680664,
5670.0,2.2960333824157715,
5760.0,2.296959638595581,-0.020418645814061165
5850.0,2.296635389328003,
5940.0,2.295853853225708,
6030.0,2.29559063911438,
6120.0,2.2922728061676025,-0.001546451821923256
6210.0,2.2952778339385986,
6300.0,2.2942683696746826,
6390.0,2.2951242923736572,
6480.0,2.29221773147583,-0.016060030087828636
6570.0,2.2923903465270996,
6660.0,2.2959136962890625,
6750.0,2.2923312187194824,
6840.0,2.294675588607788,-0.003056543180719018
6930.0,2.2960002422332764,
7020.0,2.295351266860962,
7110.0,2.293004274368286,
7200.0,2.292524576187134,-0.014731062576174736
7290.0,2.292746067047119,
7380.0,2.2923176288604736,
7470.0,2.2944936752319336,
7560.0,2.291822910308838,-0.015733502805233
7650.0,2.294426918029785,
7740.0,2.2925171852111816,
7830.0,2.295161008834839,
7920.0,2.2943241596221924,-0.007376830093562603
8010.0,2.293700933456421,
8100.0,2.2931129932403564,
8190.0,2.295658826828003,
8280.0,2.295423984527588,-0.005691728554666042
8370.0,2.2934892177581787,
8460.0,2.2956302165985107,
8550.0,2.291768789291382,
8640.0,2.295548677444458,-0.0071132793091237545
8730.0,2.292064666748047,
8820.0,2.293752431869507,
8910.0,2.29180645942688,
9000.0,2.293696403503418,0.0015047555789351463
9090.0,2.291733503341675,
9180.0,2.2918312549591064,
9270.0,2.2954444885253906,
9360.0,2.295680046081543,0.0012654135935008526
9450.0,2.293043851852417,
9540.0,2.294095277786255,
9630.0,2.2948319911956787,
9720.0,2.291839361190796,-0.024207191541790962
9810.0,2.293767213821411,
9900.0,2.2946200370788574,
9990.0,2.2939178943634033,
10080.0,2.294541358947754,-0.012002573348581791
10170.0,2.2939960956573486,
10260.0,2.295076608657837,
10350.0,2.2938575744628906,
10440.0,2.2940945625305176,-0.015198052860796452
10530.0,2.2949860095977783,
10620.0,2.2947349548339844,
10710.0,2.292314052581787,
10800.0,2.293403387069702,-0.01092567015439272
10890.0,2.2940635681152344,
10980.0,2.29294490814209,
11070.0,2.2947418689727783,
11160.0,2.291651964187622,-0.015308369882404804
11250.0,2.292832851409912,
11340.0,2.2941207885742188,
11430.0,2.291557550430298,
11520.0,2.293783664703369,-0.01799187995493412
11610.0,2.29069447517395,
11700.0,2.2916581630706787,
11790.0,2.2935757637023926,
11880.0,2.294233798980713,-0.0025450498796999454
11970.0,2.291785955429077,
12060.0,2.293593645095825,
12150.0,2.29111385345459,
12240.0,2.2933101654052734,-0.012594739906489849
12330.0,2.2901198863983154,
12420.0,2.292264699935913,
12510.0,2.2937493324279785,
12600.0,2.292036771774292,0.0022021534387022257
12690.0,2.2932026386260986,
12780.0,2.292025089263916,
12870.0,2.290334701538086,
12960.0,2.294027090072632,-0.02836189605295658
13050.0,2.2935078144073486,
13140.0,2.2920985221862793,
13230.0,2.2943687438964844,
13320.0,2.294016122817993,-0.01996316760778427
13410.0,2.2938249111175537,
13500.0,2.2918241024017334,
13590.0,2.293612480163574,
13680.0,2.2939531803131104,-0.008424383588135242
13770.0,2.2938027381896973,
13860.0,2.2910752296447754,
13950.0,2.292489528656006,
14040.0,2.291184425354004,-0.001966775394976139
14130.0,2.291086435317993,
14220.0,2.290874481201172,
14310.0,2.2910497188568115,
14400.0,2.2909109592437744,-0.007776986807584763
14490.0,2.2952401638031006,
14580.0,2.290433168411255,
14670.0,2.292363405227661,
14760.0,2.2915523052215576,-0.005138457287102938
14850.0,2.2943918704986572,
14940.0,2.2907588481903076,
15030.0,2.290978193283081,
15120.0,2.293790578842163,-0.01310520526021719
15210.0,2.29085636138916,
15300.0,2.2937004566192627,
15390.0,2.294485569000244,
15480.0,2.293006658554077,-0.02461913414299488
15570.0,2.290961503982544,
15660.0,2.290423631668091,
15750.0,2.2906792163848877,
15840.0,2.290498971939087,-0.00947996973991394
15930.0,2.2910428047180176,
16020.0,2.29026460647583,
16110.0,2.2902960777282715,
16200.0,2.2919654846191406,-0.017093442380428314
16290.0,2.289870023727417,
16380.0,2.293771505355835,
16470.0,2.2938902378082275,
16560.0,2.2922821044921875,-0.011595886200666428
16650.0,2.292250156402588,
16740.0,2.293797731399536,
16830.0,2.290846109390259,
16920.0,2.289912700653076,-0.01366951409727335
17010.0,2.2906787395477295,
17100.0,2.2938523292541504,
17190.0,2.2931807041168213,
17280.0,2.2942068576812744,-0.009950678795576096
17370.0,2.2943592071533203,
17460.0,2.292160749435425,
17550.0,2.2903404235839844,
17640.0,2.2940571308135986,-0.0021090395748615265
17730.0,2.289796829223633,
17820.0,2.2896182537078857,
17910.0,2.291429042816162,
18000.0,2.2935163974761963,-0.02321299910545349
18090.0,2.2908549308776855,
18180.0,2.293686866760254,
18270.0,2.291212320327759,
18360.0,2.293832302093506,-0.011198030784726143
18450.0,2.2916996479034424,
18540.0,2.2899885177612305,
18630.0,2.290410041809082,
18720.0,2.290372371673584,0.0004983576945960522
18810.0,2.293036460876465,
18900.0,2.2923967838287354,
18990.0,2.2935233116149902,
19080.0,2.293517827987671,-0.009114750660955906
19170.0,2.2901971340179443,
19260.0,2.2928717136383057,
19350.0,2.29109263420105,
19440.0,2.2895987033843994,-0.014921337366104126
19530.0,2.290154457092285,
19620.0,2.29358172416687,
19710.0,2.2889647483825684,
19800.0,2.291335105895996,-0.012179363518953323
19890.0,2.291015625,
19980.0,2.293370246887207,
20070.0,2.2906649112701416,
20160.0,2.2895045280456543,-0.01572829857468605
20250.0,2.292948007583618,
20340.0,2.293051242828369,
20430.0,2.2923200130462646,
20520.0,2.2902426719665527,-0.0031674501951783895
20610.0,2.290222406387329,
20700.0,2.289238929748535,
20790.0,2.2914044857025146,
20880.0,2.291971445083618,-0.01850751042366028
20970.0,2.2934987545013428,
21060.0,2.2897448539733887,
21150.0,2.289576530456543,
21240.0,2.292501211166382,-0.008208249695599079
21330.0,2.2889404296875,
21420.0,2.291956663131714,
21510.0,2.290174961090088,
21600.0,2.290825843811035,-0.02228281833231449
21690.0,2.2889316082000732,
21780.0,2.291167736053467,
21870.0,2.2900609970092773,
21960.0,2.2920422554016113,-0.010964514687657356
22050.0,2.2916769981384277,
22140.0,2.2913691997528076,
22230.0,2.2888710498809814,
22320.0,2.29007625579834,0.0022051450796425343
22410.0,2.288374185562134,
22500.0,2.2895100116729736,-0.01992572471499443
