episode,timesteps,reward,length
1,90.0,415.77566323469654,90.0
2,180.0,408.95579304537677,90.0
3,270.0,415.98260607088093,90.0
4,360.0,407.09052114716525,90.0
5,450.0,401.73180133578154,90.0
6,540.0,429.9549843027896,90.0
7,630.0,423.48014782719537,90.0
8,720.0,405.3397252786629,90.0
9,810.0,411.16646555300485,90.0
10,900.0,417.22252768197444,90.0
11,990.0,418.1484251318833,90.0
12,1080.0,422.9528757089234,90.0
13,1170.0,425.0156144201573,90.0
14,1260.0,403.23259494759475,90.0
15,1350.0,414.6366509739942,90.0
16,1440.0,406.8528652660386,90.0
17,1530.0,430.14849207277103,90.0
18,1620.0,419.92156409477036,90.0
19,1710.0,409.6669066429186,90.0
20,1800.0,393.22362244685536,90.0
21,1890.0,418.07734956615917,90.0
22,1980.0,414.5905508567895,90.0
23,2070.0,417.393608026993,90.0
24,2160.0,407.8648523913831,90.0
25,2250.0,427.4405260680382,90.0
26,2340.0,404.5627967473416,90.0
27,2430.0,411.20875954379585,90.0
28,2520.0,412.92532618742365,90.0
29,2610.0,416.0996343370482,90.0
30,2700.0,411.0731925665987,90.0
31,2790.0,422.52146598240404,90.0
32,2880.0,410.3626974835984,90.0
33,2970.0,419.1307554453739,90.0
34,3060.0,423.1568460343555,90.0
35,3150.0,431.5723071090521,90.0
36,3240.0,405.1966266309071,90.0
37,3330.0,399.56180969902533,90.0
38,3420.0,416.69687608889706,90.0
39,3510.0,404.5503576198598,90.0
40,3600.0,413.966247693326,90.0
41,3690.0,395.3771270161809,90.0
42,3780.0,425.39235953936,90.0
43,3870.0,393.7443294441621,90.0
44,3960.0,412.0967353882168,90.0
45,4050.0,428.5480134162761,90.0
46,4140.0,406.00699920568024,90.0
47,4230.0,419.6204645469512,90.0
48,4320.0,416.94633303703824,90.0
49,4410.0,427.2320498247479,90.0
50,4500.0,414.441853586544,90.0
51,4590.0,405.07869826446176,90.0
52,4680.0,427.0084253174692,90.0
53,4770.0,426.73330640177926,90.0
54,4860.0,427.37568215232835,90.0
55,4950.0,422.86877141606055,90.0
56,5040.0,427.16109878495996,90.0
57,5130.0,414.8999357283504,90.0
58,5220.0,418.5724263762851,90.0
59,5310.0,415.875623843706,90.0
60,5400.0,413.52227277656385,90.0
61,5490.0,430.0861640159381,90.0
62,5580.0,411.7005223502863,90.0
63,5670.0,402.4879603864061,90.0
64,5760.0,373.7037039921335,90.0
65,5850.0,411.40727751048007,90.0
66,5940.0,415.5461146220091,90.0
67,6030.0,359.50160278536936,90.0
68,6120.0,410.23166446933743,90.0
69,6210.0,413.09258117062126,90.0
70,6300.0,405.15272664217434,90.0
71,6390.0,416.4012558380895,90.0
72,6480.0,402.9427005608996,90.0
73,6570.0,425.8645141767644,90.0
74,6660.0,407.7257703379674,90.0
75,6750.0,416.01711183897226,90.0
76,6840.0,372.7918442236851,90.0
77,6930.0,421.4807921889507,90.0
78,7020.0,404.2735094635848,90.0
79,7110.0,421.5878888411524,90.0
80,7200.0,419.63403919875935,90.0
81,7290.0,414.2725182298252,90.0
82,7380.0,418.8532391700376,90.0
83,7470.0,426.5679620069668,90.0
84,7560.0,423.47597459393967,90.0
85,7650.0,414.20625087890795,90.0
86,7740.0,396.91490114892525,90.0
87,7830.0,413.22076256667253,90.0
88,7920.0,421.6472027322638,90.0
89,8010.0,428.96970418217586,90.0
90,8100.0,416.25089410597417,90.0
91,8190.0,411.43318984920654,90.0
92,8280.0,419.60967114271057,90.0
93,8370.0,411.1481441606658,90.0
94,8460.0,404.49979009843713,90.0
95,8550.0,419.3536132870422,90.0
96,8640.0,406.0957293659271,90.0
97,8730.0,431.0645420560267,90.0
98,8820.0,419.5768652399201,90.0
99,8910.0,408.3298441148374,90.0
100,9000.0,416.2202138506903,90.0
101,9090.0,411.36358223797833,90.0
102,9180.0,413.82800582052965,90.0
103,9270.0,402.871850191016,90.0
104,9360.0,413.92829848774267,90.0
105,9450.0,414.5523599818859,90.0
106,9540.0,419.8358033023345,90.0
107,9630.0,424.2236690293896,90.0
108,9720.0,411.13056272054723,90.0
109,9810.0,416.0255396400989,90.0
110,9900.0,418.0381210303166,90.0
111,9990.0,380.94684068617755,90.0
112,10080.0,396.4785726868178,90.0
113,10170.0,399.128566109355,90.0
114,10260.0,423.27907629628584,90.0
115,10350.0,405.42235727769673,90.0
116,10440.0,417.38473625246104,90.0
117,10530.0,417.3299542826518,90.0
118,10620.0,397.2027734517628,90.0
119,10710.0,427.8804090151693,90.0
120,10800.0,415.7969513745188,90.0
121,10890.0,411.6803491528859,90.0
122,10980.0,423.8826509073836,90.0
123,11070.0,406.67003939250304,90.0
124,11160.0,407.80641088396186,90.0
125,11250.0,426.86719698577383,90.0
126,11340.0,410.1454861348731,90.0
127,11430.0,426.12530474472743,90.0
128,11520.0,423.10408118553454,90.0
129,11610.0,424.6560223045305,90.0
130,11700.0,355.1499362725245,90.0
131,11790.0,413.05946807518455,90.0
132,11880.0,410.4737776650345,90.0
133,11970.0,425.252347145,90.0
134,12060.0,413.67433128040716,90.0
135,12150.0,417.3222661190692,90.0
136,12240.0,414.83222457499306,90.0
137,12330.0,415.6361141454255,90.0
138,12420.0,421.9000600339843,90.0
139,12510.0,415.6591576374501,90.0
140,12600.0,413.8554486671734,90.0
141,12690.0,419.55927994609186,90.0
