timesteps,entropy,loss
90.0,2.2965664863586426,
180.0,2.2965633869171143,
270.0,2.29667067527771,
360.0,2.2973954677581787,
450.0,2.2966649532318115,
540.0,2.296816110610962,
630.0,2.2959346771240234,
720.0,2.2976739406585693,-0.022981740534305573
810.0,2.292180061340332,
900.0,2.2946674823760986,
990.0,2.292384147644043,
1080.0,2.292158603668213,
1170.0,2.2917206287384033,
1260.0,2.293778896331787,
1350.0,2.2937731742858887,
1440.0,2.2936859130859375,-0.02140040509402752
1530.0,2.289613723754883,
1620.0,2.290266513824463,
1710.0,2.289008855819702,
1800.0,2.290562868118286,
1890.0,2.288033962249756,
1980.0,2.288259983062744,
2070.0,2.2873315811157227,
2160.0,2.2880237102508545,-0.015578285790979862
2250.0,2.2854833602905273,
2340.0,2.2848711013793945,
2430.0,2.2885024547576904,
2520.0,2.2872517108917236,
2610.0,2.2869277000427246,
2700.0,2.28359317779541,
2790.0,2.285560369491577,
2880.0,2.2902872562408447,-0.02315545827150345
2970.0,2.2850773334503174,
3060.0,2.283949136734009,
3150.0,2.285329580307007,
3240.0,2.281155824661255,
3330.0,2.285170078277588,
3420.0,2.28422212600708,
3510.0,2.282224655151367,
3600.0,2.2827742099761963,-0.033331479877233505
3690.0,2.2799198627471924,
3780.0,2.275507926940918,
3870.0,2.280993938446045,
3960.0,2.2832117080688477,
4050.0,2.276989698410034,
4140.0,2.2801780700683594,
4230.0,2.279223680496216,
4320.0,2.2816951274871826,-0.014623243361711502
4410.0,2.2704057693481445,
4500.0,2.27691912651062,
4590.0,2.2760798931121826,
4680.0,2.2724201679229736,
4770.0,2.2690658569335938,
4860.0,2.2718772888183594,
4950.0,2.275465965270996,
5040.0,2.26826810836792,-0.012228753417730331
5130.0,2.2761342525482178,
5220.0,2.271923542022705,
5310.0,2.271737575531006,
5400.0,2.2687296867370605,
5490.0,2.269418954849243,
5580.0,2.2725939750671387,
5670.0,2.273391008377075,
5760.0,2.274629831314087,-0.02749272994697094
5850.0,2.273287773132324,
5940.0,2.2620882987976074,
6030.0,2.27236270904541,
6120.0,2.262190341949463,
6210.0,2.265164852142334,
6300.0,2.2661614418029785,
6390.0,2.2647900581359863,
6480.0,2.2688119411468506,-0.01475254725664854
6570.0,2.2657270431518555,
6660.0,2.2649104595184326,
6750.0,2.269989013671875,
6840.0,2.270716428756714,
6930.0,2.2615866661071777,
7020.0,2.261610746383667,
7110.0,2.2630975246429443,
7200.0,2.262052297592163,-0.01514381729066372
7290.0,2.2764790058135986,
7380.0,2.264963150024414,
7470.0,2.2632927894592285,
7560.0,2.264164924621582,
7650.0,2.274456024169922,
7740.0,2.2738285064697266,
7830.0,2.2729530334472656,
7920.0,2.2614169120788574,-0.012222242541611195
8010.0,2.275151014328003,
8100.0,2.267787218093872,
8190.0,2.266409158706665,
8280.0,2.2756755352020264,
8370.0,2.2631053924560547,
8460.0,2.2761497497558594,
8550.0,2.2642154693603516,
8640.0,2.2752435207366943,-0.013151101768016815
8730.0,2.2709827423095703,
8820.0,2.2800467014312744,
8910.0,2.275437116622925,
9000.0,2.27207612991333,
9090.0,2.2774369716644287,
9180.0,2.27679705619812,
9270.0,2.276575803756714,
9360.0,2.268312692642212,-0.026675086468458176
9450.0,2.276777982711792,
9540.0,2.268287420272827,
9630.0,2.2673141956329346,
9720.0,2.272853374481201,
9810.0,2.2827703952789307,
9900.0,2.271979331970215,
9990.0,2.2815096378326416,
10080.0,2.2816147804260254,-0.026716377586126328
