timesteps,entropy,loss
90.0,2.298210382461548,
180.0,2.2962918281555176,
270.0,2.299363613128662,
360.0,2.2966504096984863,-0.0021493511740118265
450.0,2.2982661724090576,
540.0,2.295774221420288,
630.0,2.2993271350860596,
720.0,2.2990963459014893,-0.007048039697110653
810.0,2.2962636947631836,
900.0,2.296109914779663,
990.0,2.299515724182129,
1080.0,2.2965238094329834,0.0028142924420535564
1170.0,2.2998697757720947,
1260.0,2.295973777770996,
1350.0,2.295722007751465,
1440.0,2.2960622310638428,0.0024267067201435566
1530.0,2.298996686935425,
1620.0,2.2981231212615967,
1710.0,2.299051523208618,
1800.0,2.2976338863372803,0.004527757875621319
1890.0,2.29986572265625,
1980.0,2.297886848449707,
2070.0,2.299506187438965,
2160.0,2.295902729034424,0.010020771063864231
2250.0,2.2964322566986084,
2340.0,2.2963199615478516,
2430.0,2.297499895095825,
2520.0,2.2956902980804443,-0.01076570339500904
2610.0,2.296083927154541,
2700.0,2.298474073410034,
2790.0,2.298312187194824,
2880.0,2.298044443130493,0.009826881811022758
2970.0,2.2962021827697754,
3060.0,2.295170783996582,
3150.0,2.2999041080474854,
3240.0,2.298760414123535,0.008000748232007027
3330.0,2.2981162071228027,
3420.0,2.2975387573242188,
3510.0,2.29665470123291,
3600.0,2.299495220184326,-0.0035769427195191383
3690.0,2.2980589866638184,
3780.0,2.296931266784668,
3870.0,2.295804738998413,
3960.0,2.299696207046509,0.0010263369185850024
4050.0,2.2964420318603516,
4140.0,2.2994306087493896,
4230.0,2.3001205921173096,
4320.0,2.296164035797119,0.0036360505037009716
4410.0,2.2988178730010986,
4500.0,2.2986507415771484,
4590.0,2.2999212741851807,
4680.0,2.2956106662750244,-0.00029971450567245483
4770.0,2.299250364303589,
4860.0,2.2994210720062256,
4950.0,2.296812057495117,
5040.0,2.29654598236084,0.00400588009506464
5130.0,2.297800302505493,
5220.0,2.299377202987671,
5310.0,2.2961838245391846,
5400.0,2.3000805377960205,-0.00017537595704197884
5490.0,2.2993204593658447,
5580.0,2.29775333404541,
5670.0,2.2976090908050537,
5760.0,2.297321081161499,0.002447881270200014
5850.0,2.2988290786743164,
5940.0,2.2991082668304443,
6030.0,2.299884796142578,
6120.0,2.300032138824463,-0.0014732428826391697
6210.0,2.2961392402648926,
6300.0,2.3002803325653076,
6390.0,2.2961626052856445,
6480.0,2.296905279159546,-0.006679247599095106
6570.0,2.297529458999634,
6660.0,2.2967374324798584,
6750.0,2.298680543899536,
6840.0,2.29709529876709,0.004555501043796539
6930.0,2.2962536811828613,
7020.0,2.2985243797302246,
7110.0,2.3002357482910156,
7200.0,2.295746088027954,0.0018424217123538256
7290.0,2.295903205871582,
7380.0,2.295475959777832,
7470.0,2.2959585189819336,
7560.0,2.3001317977905273,-0.0039232829585671425
7650.0,2.2957005500793457,
7740.0,2.2964651584625244,
7830.0,2.2967748641967773,
7920.0,2.300255537033081,-0.005929281003773212
8010.0,2.3004515171051025,
8100.0,2.299973964691162,
8190.0,2.296401023864746,
8280.0,2.2993838787078857,-0.0039056011009961367
8370.0,2.2984097003936768,
8460.0,2.2959299087524414,
8550.0,2.2999746799468994,
8640.0,2.29604172706604,-0.0010287188924849033
8730.0,2.300285577774048,
8820.0,2.296365976333618,
8910.0,2.3003103733062744,
9000.0,2.2970619201660156,0.008298538625240326
9090.0,2.3004281520843506,
9180.0,2.2980635166168213,
9270.0,2.29797101020813,
9360.0,2.2986884117126465,0.001279835356399417
9450.0,2.299391984939575,
9540.0,2.2996721267700195,
9630.0,2.2972278594970703,
9720.0,2.298276901245117,-0.0018406154122203588
9810.0,2.2959132194519043,
9900.0,2.2968740463256836,
9990.0,2.297947645187378,
10080.0,2.3003244400024414,-0.003605274483561516
10170.0,2.297344923019409,
10260.0,2.3003313541412354,
10350.0,2.299840211868286,
10440.0,2.3003103733062744,-0.0036908844485878944
10530.0,2.2974438667297363,
10620.0,2.299119472503662,
10710.0,2.2980270385742188,
10800.0,2.2959532737731934,-0.004114618990570307
10890.0,2.300158739089966,
10980.0,2.2971808910369873,
11070.0,2.2999002933502197,
11160.0,2.2983298301696777,0.004901007749140263
11250.0,2.295445442199707,
11340.0,2.2999444007873535,
11430.0,2.300297737121582,
11520.0,2.296243190765381,-0.002428030129522085
11610.0,2.2978365421295166,
11700.0,2.2962441444396973,
11790.0,2.298919439315796,
11880.0,2.297757863998413,-0.0020412621088325977
11970.0,2.2993106842041016,
12060.0,2.2959303855895996,
12150.0,2.2983508110046387,
12240.0,2.2967286109924316,0.003811219707131386
12330.0,2.297797441482544,
12420.0,2.2980129718780518,
12510.0,2.299349546432495,
12600.0,2.2976603507995605,0.0024267188273370266
12690.0,2.2958364486694336,
12780.0,2.3000986576080322,
12870.0,2.299177885055542,
12960.0,2.297123432159424,-0.005154239013791084
13050.0,2.3003506660461426,
13140.0,2.3002450466156006,
13230.0,2.300119400024414,
13320.0,2.299797534942627,-0.0009887071792036295
13410.0,2.2992093563079834,
13500.0,2.2986135482788086,
13590.0,2.2954113483428955,
13680.0,2.297532081604004,0.0004136946517974138
13770.0,2.299778461456299,
13860.0,2.3002278804779053,
13950.0,2.298593044281006,
14040.0,2.30010986328125,-0.003718331456184387
14130.0,2.2994463443756104,
14220.0,2.2962663173675537,
14310.0,2.2980144023895264,
14400.0,2.2988436222076416,0.008919081650674343
14490.0,2.2984557151794434,
14580.0,2.2993948459625244,
14670.0,2.295872926712036,
14760.0,2.2999768257141113,0.0073463935405015945
14850.0,2.2955915927886963,
14940.0,2.299975872039795,
15030.0,2.2974722385406494,
15120.0,2.298393726348877,-0.000451928935945034
15210.0,2.2986347675323486,
15300.0,2.295909881591797,
15390.0,2.2987616062164307,
15480.0,2.2994160652160645,0.004302964545786381
15570.0,2.3002736568450928,
15660.0,2.2960116863250732,
15750.0,2.2962088584899902,
15840.0,2.2977068424224854,-0.0005271331174299121
15930.0,2.2949252128601074,
16020.0,2.29818058013916,
16110.0,2.297236680984497,
16200.0,2.298387289047241,-0.0008494327776134014
16290.0,2.2969906330108643,
16380.0,2.2969932556152344,
16470.0,2.3003005981445312,
16560.0,2.300161123275757,0.0040976195596158504
16650.0,2.2961513996124268,
