timesteps,entropy
100.0,2.302537441253662
200.0,2.3025145530700684
300.0,2.3024957180023193
400.0,2.302462100982666
500.0,2.30244779586792
600.0,2.302431583404541
700.0,2.30238938331604
800.0,2.302396535873413
900.0,2.302323341369629
1000.0,2.302318811416626
1100.0,2.3023500442504883
1200.0,2.302285671234131
1300.0,2.3022913932800293
1400.0,2.302309989929199
1500.0,2.3022868633270264
1600.0,2.302269697189331
1700.0,2.302241563796997
1800.0,2.302218437194824
1900.0,2.302168369293213
2000.0,2.302201986312866
2100.0,2.302258014678955
2200.0,2.302175998687744
2300.0,2.30218243598938
2400.0,2.3022313117980957
2500.0,2.3022658824920654
2600.0,2.3022544384002686
2700.0,2.302212715148926
2800.0,2.3021838665008545
2900.0,2.302302837371826
3000.0,2.3022243976593018
3100.0,2.302196979522705
3200.0,2.3023035526275635
3300.0,2.3021929264068604
3400.0,2.302245616912842
3500.0,2.302180767059326
3600.0,2.302225351333618
3700.0,2.3022751808166504
3800.0,2.3022398948669434
3900.0,2.302272319793701
4000.0,2.302222490310669
4100.0,2.3022494316101074
4200.0,2.302182674407959
4300.0,2.3022334575653076
4400.0,2.3021626472473145
4500.0,2.302199602127075
4600.0,2.3022608757019043
4700.0,2.3022468090057373
4800.0,2.3022360801696777
4900.0,2.3022639751434326
5000.0,2.3022046089172363
5100.0,2.302246570587158
5200.0,2.3022334575653076
5300.0,2.302277088165283
5400.0,2.3021762371063232
5500.0,2.30224871635437
5600.0,2.3022539615631104
5700.0,2.3021960258483887
5800.0,2.3021340370178223
5900.0,2.3021843433380127
6000.0,2.302185535430908
6100.0,2.3022687435150146
6200.0,2.3021910190582275
6300.0,2.302201747894287
6400.0,2.3021459579467773
6500.0,2.302093744277954
6600.0,2.302062511444092
6700.0,2.3021769523620605
6800.0,2.3021750450134277
6900.0,2.302111864089966
7000.0,2.3021533489227295
7100.0,2.3021533489227295
7200.0,2.302194118499756
7300.0,2.302250385284424
7400.0,2.3022193908691406
7500.0,2.302165985107422
7600.0,2.302269458770752
7700.0,2.30222749710083
7800.0,2.3021697998046875
7900.0,2.3021531105041504
8000.0,2.3021883964538574
8100.0,2.3021655082702637
8200.0,2.302194118499756
8300.0,2.302286148071289
8400.0,2.3022873401641846
8500.0,2.3022358417510986
8600.0,2.3021464347839355
8700.0,2.302216053009033
8800.0,2.3021938800811768
8900.0,2.3022522926330566
9000.0,2.302156686782837
9100.0,2.3022027015686035
9200.0,2.302241563796997
9300.0,2.3022284507751465
9400.0,2.302215576171875
9500.0,2.3022665977478027
9600.0,2.3022139072418213
9700.0,2.3022170066833496
9800.0,2.3022658824920654
9900.0,2.302231550216675
10000.0,2.3022427558898926
10100.0,2.302267551422119
10200.0,2.302201271057129
10300.0,2.3022117614746094
10400.0,2.302217483520508
10500.0,2.302186965942383
10600.0,2.302151679992676
10700.0,2.302175521850586
10800.0,2.3021655082702637
10900.0,2.302093982696533
11000.0,2.3021368980407715
11100.0,2.3021111488342285
11200.0,2.3020858764648438
11300.0,2.3021132946014404
11400.0,2.3020870685577393
11500.0,2.302109956741333
